functionType,L2 DCM,L1 DCM,MatrixSize,BlockSize,NumThreads,Real Time
Parallelized Inline Mult,1235608,89334506,2200,-1,24,1.2264
Parallelized Inline Mult,1211859,89709048,2200,-1,24,1.10395
Parallelized Inline Mult,1128652,95466468,2200,-1,24,1.12848
Parallelized Inline Mult,1154904,89561980,2200,-1,24,1.11153
Parallelized Inline Mult,1213950,90269853,2200,-1,24,1.1904
Parallelized Inline Mult,1844069,186802642,2600,-1,24,2.18749
Parallelized Inline Mult,1872980,186995197,2600,-1,24,2.26203
Parallelized Inline Mult,1962370,186676108,2600,-1,24,2.20766
Parallelized Inline Mult,1795627,186347389,2600,-1,24,2.31112
Parallelized Inline Mult,1924250,186881722,2600,-1,24,2.04509
Parallelized Inline Mult,2007891,186881090,2600,-1,24,2.13824
Parallelized Inline Mult,1890478,186632012,2600,-1,24,2.14981
Parallelized Inline Mult,2035774,186794322,2600,-1,24,2.21586
Parallelized Inline Mult,2023043,186656975,2600,-1,24,1.94363
Parallelized Inline Mult,1762956,186825703,2600,-1,24,2.2819
Parallelized Inline Mult,1915532,186774799,2600,-1,24,2.16329
Parallelized Inline Mult,1948562,186830244,2600,-1,24,2.03621
Parallelized Inline Mult,1916212,187104904,2600,-1,24,2.0567
Parallelized Inline Mult,2058633,186856170,2600,-1,24,2.22705
Parallelized Inline Mult,2080563,187018050,2600,-1,24,1.94166
Parallelized Inline Mult,2026860,186742923,2600,-1,24,1.9622
Parallelized Inline Mult,2014655,187240958,2600,-1,24,2.24293
Parallelized Inline Mult,2012076,187221351,2600,-1,24,2.29687
Parallelized Inline Mult,1925879,187348217,2600,-1,24,2.14791
Parallelized Inline Mult,1908901,186726268,2600,-1,24,1.96266
Parallelized Inline Mult,2068219,186839306,2600,-1,24,1.93277
Parallelized Inline Mult,1985107,187036063,2600,-1,24,2.11787
Parallelized Inline Mult,2062747,186996967,2600,-1,24,2.08153
Parallelized Inline Mult,2033854,186889221,2600,-1,24,1.9205
Parallelized Inline Mult,2110330,186816522,2600,-1,24,2.0259
Parallelized Inline Mult,1966658,187405759,2600,-1,24,2.10377
Parallelized Inline Mult,2056856,186965587,2600,-1,24,2.08746
Parallelized Inline Mult,2013196,186868659,2600,-1,24,2.12229
Parallelized Inline Mult,2066169,186922398,2600,-1,24,2.05795
Parallelized Inline Mult,2037498,186843136,2600,-1,24,2.05077
Parallelized Inline Mult,2753097,286120622,3000,-1,24,3.26948
Parallelized Inline Mult,3069359,285691695,3000,-1,24,3.57979
Parallelized Inline Mult,2961751,285571443,3000,-1,24,2.94223
Parallelized Inline Mult,3019854,285492929,3000,-1,24,3.42643
Parallelized Inline Mult,2834308,285898958,3000,-1,24,3.26912
Parallelized Inline Mult,2955805,285421166,3000,-1,24,3.23948
Parallelized Inline Mult,3110147,285659169,3000,-1,24,3.0631
Parallelized Inline Mult,2727226,285457690,3000,-1,24,3.28519
Parallelized Inline Mult,3006534,285488486,3000,-1,24,3.21061
Parallelized Inline Mult,2785937,285209066,3000,-1,24,3.34127
Parallelized Inline Mult,3039284,285450797,3000,-1,24,2.9949
Parallelized Inline Mult,2874530,286030874,3000,-1,24,3.54756
Parallelized Inline Mult,2853203,285595975,3000,-1,24,3.36075
Parallelized Inline Mult,3222264,285447711,3000,-1,24,3.17402
Parallelized Inline Mult,2845378,285378974,3000,-1,24,2.99976
Parallelized Inline Mult,2930848,285838543,3000,-1,24,3.35526
Parallelized Inline Mult,2924637,285138589,3000,-1,24,3.43991
Parallelized Inline Mult,2846513,286102771,3000,-1,24,3.40023
Parallelized Inline Mult,3081042,285231859,3000,-1,24,3.14194
Parallelized Inline Mult,3018620,285782625,3000,-1,24,3.33596
Parallelized Inline Mult,2551344,283981479,3000,-1,24,3.53737
Parallelized Inline Mult,2920642,285079272,3000,-1,24,3.1814
Parallelized Inline Mult,2569363,285593278,3000,-1,24,3.44537
Parallelized Inline Mult,2869852,285141040,3000,-1,24,3.43113
Parallelized Inline Mult,2605380,286116685,3000,-1,24,3.17685
Parallelized Inline Mult,2915024,285832605,3000,-1,24,3.19297
Parallelized Inline Mult,2944241,285518534,3000,-1,24,2.97317
Parallelized Inline Mult,2943368,285830234,3000,-1,24,3.32384
Parallelized Inline Mult,2930805,285200594,3000,-1,24,3.21095
Parallelized Inline Mult,2618156,286092348,3000,-1,24,3.6916
Inline Mult,246938965,17354819928,4096,-1,-1,28.9575
Inline Mult,245386124,17354499228,4096,-1,-1,29.5662
Inline Mult,242259967,17354700498,4096,-1,-1,30.2933
Inline Mult,248167738,17355058133,4096,-1,-1,28.8672
Inline Mult,230628613,17357453640,4096,-1,-1,32.8214
Inline Mult,232364657,17356080682,4096,-1,-1,32.5326
Inline Mult,235699719,17354714479,4096,-1,-1,31.8465
Inline Mult,242003664,17354817622,4096,-1,-1,30.2889
Inline Mult,240009045,17355000204,4096,-1,-1,30.7476
Inline Mult,241375388,17355119233,4096,-1,-1,30.3368
Inline Mult,241407428,17355244494,4096,-1,-1,29.984
Inline Mult,245081378,17354675017,4096,-1,-1,29.4182
Inline Mult,242307463,17355187892,4096,-1,-1,30.125
Inline Mult,241774046,17354752964,4096,-1,-1,30.4928
Inline Mult,237752404,17354353478,4096,-1,-1,31.0585
Inline Mult,238483264,17355324967,4096,-1,-1,31.1699
Inline Mult,236564150,17354927197,4096,-1,-1,31.595
Inline Mult,237496717,17355056557,4096,-1,-1,31.5055
Inline Mult,238893080,17354470367,4096,-1,-1,31.3576
Inline Mult,238800319,17354662145,4096,-1,-1,31.041
Inline Mult,242191585,17354733407,4096,-1,-1,30.4202
Inline Mult,243765052,17354893066,4096,-1,-1,29.8454
Inline Mult,239689760,17354864646,4096,-1,-1,31.0029
Inline Mult,238855285,17355298550,4096,-1,-1,30.83
Inline Mult,242918346,17355291694,4096,-1,-1,29.9595
Inline Mult,239379612,17355274357,4096,-1,-1,30.9589
Inline Mult,242971003,17355254709,4096,-1,-1,29.7756
Inline Mult,242925559,17355288007,4096,-1,-1,29.7076
Inline Mult,243843083,17355209383,4096,-1,-1,29.5109
Inline Mult,246318642,17355117655,4096,-1,-1,29.0814
Inline Mult,787972787,58491512622,6144,-1,-1,105.098
Inline Mult,795643021,58491289923,6144,-1,-1,103.457
Inline Mult,797818797,58490905331,6144,-1,-1,102.176
Inline Mult,803515230,58490687277,6144,-1,-1,100.705
Inline Mult,794646173,58490068860,6144,-1,-1,102.564
Inline Mult,797919752,58489726235,6144,-1,-1,102.813
Inline Mult,798347443,58490126424,6144,-1,-1,102.886
Inline Mult,802851999,58490438405,6144,-1,-1,101.283
Inline Mult,783860942,58490726254,6144,-1,-1,107.122
Inline Mult,790727873,58492141646,6144,-1,-1,104.314
Inline Mult,788133404,58489866585,6144,-1,-1,105.945
Inline Mult,767320762,58490954214,6144,-1,-1,113.213
Inline Mult,767400037,58490918502,6144,-1,-1,110.518
Inline Mult,766303550,58493563728,6144,-1,-1,112.199
Inline Mult,755657674,58488125230,6144,-1,-1,118.208
Inline Mult,760154143,58488723973,6144,-1,-1,116.331
Inline Mult,760087307,58488425869,6144,-1,-1,116.393
Inline Mult,759031174,58488945636,6144,-1,-1,116.516
Inline Mult,763064138,58491029305,6144,-1,-1,113.931
Inline Mult,759374415,58489153352,6144,-1,-1,116.211
Inline Mult,763145465,58490202500,6144,-1,-1,114.563
Inline Mult,759938130,58488305746,6144,-1,-1,117.756
Inline Mult,756779297,58490238779,6144,-1,-1,115.795
Inline Mult,764650472,58489251562,6144,-1,-1,115.089
Inline Mult,762934587,58494965699,6144,-1,-1,112.901
Inline Mult,763317022,58490974612,6144,-1,-1,113.753
Inline Mult,766023829,58491395040,6144,-1,-1,112.831
Inline Mult,778056972,58490528947,6144,-1,-1,110.085
Inline Mult,767244468,58493873748,6144,-1,-1,111.546
Inline Mult,756300036,58495754193,6144,-1,-1,113.398
Inline Mult,1779527487,138586746014,8192,-1,-1,274.174
Inline Mult,1760764560,138585178107,8192,-1,-1,279.572
Inline Mult,1763206412,138579541131,8192,-1,-1,281.355
Inline Mult,1778315117,138583343408,8192,-1,-1,275.209
Inline Mult,1749290997,138579726432,8192,-1,-1,286.917
Inline Mult,1747681210,138588983904,8192,-1,-1,282.078
Inline Mult,1744861800,138584827025,8192,-1,-1,284.006
Inline Mult,1806282237,138588038680,8192,-1,-1,264.935
Inline Mult,1838850047,138593968331,8192,-1,-1,255.417
Inline Mult,1830465697,138594319252,8192,-1,-1,254.798
Inline Mult,1791453466,138585465861,8192,-1,-1,271.378
Inline Mult,1835308096,138593909159,8192,-1,-1,254.542
Inline Mult,1824576270,138590608242,8192,-1,-1,260.722
Inline Mult,1829984812,138592658897,8192,-1,-1,255.607
Inline Mult,1824055459,138589622538,8192,-1,-1,259.875
Inline Mult,1831476431,138592466012,8192,-1,-1,253.864
Inline Mult,1828877679,138590417524,8192,-1,-1,260.706
Inline Mult,1824009941,138591759011,8192,-1,-1,259.186
Inline Mult,1823871245,138588858824,8192,-1,-1,262.474
Inline Mult,1824920028,138591054907,8192,-1,-1,258.513
Inline Mult,1815608115,138585795225,8192,-1,-1,262.933
Inline Mult,1820025832,138589542562,8192,-1,-1,259.504
Inline Mult,1799457602,138585429842,8192,-1,-1,268.681
Inline Mult,1741264475,138575472208,8192,-1,-1,289.449
Inline Mult,1732190558,138574075001,8192,-1,-1,291.846
Inline Mult,1891896168,138562213103,8192,-1,-1,255.899
Inline Mult,1907778853,138564862892,8192,-1,-1,250.958
Inline Mult,1912381985,138569416054,8192,-1,-1,245.789
Inline Mult,1920840701,138568587517,8192,-1,-1,244.313
Inline Mult,1916738759,138567505772,8192,-1,-1,243.955
Inline Mult,3646646141,270576670975,10240,-1,-1,487.725
Inline Mult,3787608835,270553770392,10240,-1,-1,487.352
Inline Mult,3661543138,270576598749,10240,-1,-1,486.972
Inline Mult,3730902771,270558922210,10240,-1,-1,492.852
Inline Mult,3529586086,270552976166,10240,-1,-1,532.813
Inline Mult,3680685362,270551826910,10240,-1,-1,507.021
Inline Mult,3617560072,270558008850,10240,-1,-1,500.946
Inline Mult,3629881176,270688764636,10240,-1,-1,521.639
Inline Mult,3718750322,270662669632,10240,-1,-1,515.176
Inline Mult,3624276790,270666324631,10240,-1,-1,518.489
Inline Mult,3416443723,270684500843,10240,-1,-1,632.122
Inline Mult,3395983421,270680003619,10240,-1,-1,605.999
Inline Mult,3606337937,270678466592,10240,-1,-1,591.65
Inline Mult,3746655349,270557568586,10240,-1,-1,494.449
Inline Mult,3787180526,270546108778,10240,-1,-1,483.68
Inline Mult,3761305011,270546101037,10240,-1,-1,485.073
Inline Mult,3840019483,270553493227,10240,-1,-1,465.767
Inline Mult,3740856484,270582968359,10240,-1,-1,499.789
Inline Mult,3677195690,270664625084,10240,-1,-1,545.996
Inline Mult,3774455625,270549991421,10240,-1,-1,492.477
Inline Mult,3797536574,270550612675,10240,-1,-1,484.432
Inline Mult,3765129867,270548538849,10240,-1,-1,492.38
Inline Mult,3768430528,270548845349,10240,-1,-1,493.57
Inline Mult,3787832989,270551137897,10240,-1,-1,486.178
Inline Mult,3807322006,270553730535,10240,-1,-1,481.103
Inline Mult,3832783383,270554640212,10240,-1,-1,469.432
Inline Mult,3781735318,270549897751,10240,-1,-1,487.547
Inline Mult,3792077887,270554143071,10240,-1,-1,484.586
Inline Mult,3785040556,270553402733,10240,-1,-1,484.91
Inline Mult,3747747664,270545932893,10240,-1,-1,493.768
Parallelized Inline Mult,44958186,4341301771,4096,-1,4,9.76207
Parallelized Inline Mult,44275467,4342284543,4096,-1,4,9.82418
Parallelized Inline Mult,45784015,4339556524,4096,-1,4,9.86994
Parallelized Inline Mult,43257302,4342988187,4096,-1,4,9.15254
Parallelized Inline Mult,46384201,4341034537,4096,-1,4,9.51548
Parallelized Inline Mult,42427555,4344174363,4096,-1,4,9.62542
Parallelized Inline Mult,46029114,4340556985,4096,-1,4,9.62905
Parallelized Inline Mult,42551553,4345483919,4096,-1,4,9.49286
Parallelized Inline Mult,43480373,4343464671,4096,-1,4,10.1198
Parallelized Inline Mult,43546790,4343000483,4096,-1,4,9.64656
Parallelized Inline Mult,43846377,4340686524,4096,-1,4,9.67582
Parallelized Inline Mult,43586711,4343445927,4096,-1,4,9.92743
Parallelized Inline Mult,44314473,4342383021,4096,-1,4,9.86848
Parallelized Inline Mult,43460393,4342026103,4096,-1,4,9.95706
Parallelized Inline Mult,43243608,4345199206,4096,-1,4,9.64995
Parallelized Inline Mult,46693141,4340143427,4096,-1,4,9.79185
Parallelized Inline Mult,46004251,4339892897,4096,-1,4,9.28906
Parallelized Inline Mult,44920834,4341180275,4096,-1,4,9.56101
Parallelized Inline Mult,44748876,4341462282,4096,-1,4,9.74029
Parallelized Inline Mult,44220857,4340690062,4096,-1,4,9.70515
Parallelized Inline Mult,43345062,4343385987,4096,-1,4,9.41305
Parallelized Inline Mult,45984347,4340675530,4096,-1,4,9.25089
Parallelized Inline Mult,43690654,4341142436,4096,-1,4,9.92654
Parallelized Inline Mult,45675078,4342224101,4096,-1,4,9.6988
Parallelized Inline Mult,45950524,4339231616,4096,-1,4,9.77804
Parallelized Inline Mult,44798935,4342179986,4096,-1,4,10.0668
Parallelized Inline Mult,44551748,4342693441,4096,-1,4,9.3005
Parallelized Inline Mult,42187664,4344749434,4096,-1,4,9.51402
Parallelized Inline Mult,43514165,4342080817,4096,-1,4,9.6365
Parallelized Inline Mult,42360836,4346743799,4096,-1,4,9.77318
Parallelized Inline Mult,156444961,14643068322,6144,-1,4,34.7584
Parallelized Inline Mult,158542606,14643388701,6144,-1,4,34.4214
Parallelized Inline Mult,160022908,14636687399,6144,-1,4,33.7948
Parallelized Inline Mult,157488518,14644655526,6144,-1,4,34.4125
Parallelized Inline Mult,158918356,14639928050,6144,-1,4,34.5222
Parallelized Inline Mult,158460882,14639878221,6144,-1,4,33.3525
Parallelized Inline Mult,157696228,14649098389,6144,-1,4,34.1983
Parallelized Inline Mult,144282391,14650484932,6144,-1,4,45.1829
Parallelized Inline Mult,149512330,14641146201,6144,-1,4,32.6529
Parallelized Inline Mult,151539811,14641511020,6144,-1,4,31.975
Parallelized Inline Mult,155555287,14633434076,6144,-1,4,33.8806
Parallelized Inline Mult,152885374,14634374669,6144,-1,4,33.9724
Parallelized Inline Mult,144725109,14650071573,6144,-1,4,34.8251
Parallelized Inline Mult,154648499,14637619495,6144,-1,4,33.0203
Parallelized Inline Mult,153396608,14636261152,6144,-1,4,32.7859
Parallelized Inline Mult,151399135,14637928961,6144,-1,4,32.8262
Parallelized Inline Mult,156215132,14638953302,6144,-1,4,33.1448
Parallelized Inline Mult,149973226,14642583119,6144,-1,4,33.1942
Parallelized Inline Mult,148714992,14648135630,6144,-1,4,32.5059
Parallelized Inline Mult,155850060,14641317423,6144,-1,4,31.904
Parallelized Inline Mult,154730682,14638013885,6144,-1,4,32.6111
Parallelized Inline Mult,159503466,14637365980,6144,-1,4,32.3443
Parallelized Inline Mult,151281122,14649081931,6144,-1,4,32.0131
Parallelized Inline Mult,152000054,14644145561,6144,-1,4,31.8252
Parallelized Inline Mult,150223098,14645074653,6144,-1,4,32.169
Parallelized Inline Mult,153564354,14634650691,6144,-1,4,34.7905
Parallelized Inline Mult,153005525,14635712522,6144,-1,4,33.6015
Parallelized Inline Mult,151501090,14638498886,6144,-1,4,33.63
Parallelized Inline Mult,151687198,14636470597,6144,-1,4,34.3335
Parallelized Inline Mult,151168109,14636282036,6144,-1,4,33.5717
Parallelized Inline Mult,149837620,14639849566,6144,-1,4,33.7247
Parallelized Inline Mult,150711103,14640121868,6144,-1,4,33.3809
Parallelized Inline Mult,154056216,14637061761,6144,-1,4,33.1463
Parallelized Inline Mult,147933205,14649017592,6144,-1,4,33.1756
Parallelized Inline Mult,148207151,14643639114,6144,-1,4,33.6245
Parallelized Inline Mult,147314179,14645532281,6144,-1,4,33.9164
Parallelized Inline Mult,150040376,14643442527,6144,-1,4,33.451
Parallelized Inline Mult,148008068,14641784430,6144,-1,4,34.3735
Parallelized Inline Mult,351759379,34690729726,8192,-1,4,79.028
Parallelized Inline Mult,358029972,34688653750,8192,-1,4,78.3439
Parallelized Inline Mult,356934424,34684126104,8192,-1,4,78.3812
Parallelized Inline Mult,361442793,34684112625,8192,-1,4,79.2737
Parallelized Inline Mult,351086201,34695708323,8192,-1,4,77.0372
Parallelized Inline Mult,346665653,34702189945,8192,-1,4,78.1364
Parallelized Inline Mult,357048815,34687678451,8192,-1,4,79.697
Parallelized Inline Mult,348685896,34702528540,8192,-1,4,79.6293
Parallelized Inline Mult,348771826,34700183045,8192,-1,4,77.8198
Parallelized Inline Mult,352284485,34684724444,8192,-1,4,81.8514
Parallelized Inline Mult,352398457,34701534904,8192,-1,4,76.1549
Parallelized Inline Mult,366371755,34682844689,8192,-1,4,75.0124
Parallelized Inline Mult,355538944,34691518131,8192,-1,4,78.6527
Parallelized Inline Mult,347691604,34704395720,8192,-1,4,76.1556
Parallelized Inline Mult,352107590,34682577503,8192,-1,4,80.859
Parallelized Inline Mult,352941907,34692336937,8192,-1,4,78.8138
Parallelized Inline Mult,355513301,34681926285,8192,-1,4,79.5755
Parallelized Inline Mult,349723714,34690710442,8192,-1,4,80.8827
Parallelized Inline Mult,355311896,34676815449,8192,-1,4,82.9062
Parallelized Inline Mult,355421352,34679215088,8192,-1,4,80.7209
Parallelized Inline Mult,351874166,34685559643,8192,-1,4,78.68
Parallelized Inline Mult,349468753,34696187714,8192,-1,4,78.4758
Parallelized Inline Mult,350272815,34694494977,8192,-1,4,79.3418
Parallelized Inline Mult,360678998,34678362851,8192,-1,4,77.5426
Parallelized Inline Mult,355008447,34688281873,8192,-1,4,79.6257
Parallelized Inline Mult,363722038,34688934573,8192,-1,4,77.6555
Parallelized Inline Mult,364177814,34678196906,8192,-1,4,77.3661
Parallelized Inline Mult,354498497,34685194872,8192,-1,4,78.6998
Parallelized Inline Mult,360393793,34690827044,8192,-1,4,76.9591
Parallelized Inline Mult,348083682,34710698257,8192,-1,4,77.6012
Parallelized Inline Mult,704832025,67702129491,10240,-1,4,160.667
Parallelized Inline Mult,702636778,67710851711,10240,-1,4,160.318
Parallelized Inline Mult,700019626,67708972424,10240,-1,4,157.586
Parallelized Inline Mult,697625439,67702066353,10240,-1,4,159.098
Parallelized Inline Mult,695648932,67733080325,10240,-1,4,158.361
Parallelized Inline Mult,700779122,67704829887,10240,-1,4,158.404
Parallelized Inline Mult,708746889,67688454510,10240,-1,4,160.031
Parallelized Inline Mult,692723345,67715923991,10240,-1,4,158.762
Parallelized Inline Mult,687952504,67713194104,10240,-1,4,161.285
Parallelized Inline Mult,703710393,67703489234,10240,-1,4,157.009
Parallelized Inline Mult,703077621,67700270764,10240,-1,4,159.602
Parallelized Inline Mult,688612105,67744705405,10240,-1,4,155.244
Parallelized Inline Mult,700320154,67708354550,10240,-1,4,158.76
Parallelized Inline Mult,692193390,67722996192,10240,-1,4,156.782
Parallelized Inline Mult,696856611,67714654618,10240,-1,4,156.295
Parallelized Inline Mult,694840616,67702241087,10240,-1,4,160.732
Parallelized Inline Mult,697250569,67705238408,10240,-1,4,161.536
Parallelized Inline Mult,694594125,67705989839,10240,-1,4,159.45
Parallelized Inline Mult,693913297,67697170414,10240,-1,4,161.051
Parallelized Inline Mult,711944264,67699438282,10240,-1,4,158.702
Parallelized Inline Mult,689877048,67717101228,10240,-1,4,158.916
Parallelized Inline Mult,687032034,67705858540,10240,-1,4,163.127
Parallelized Inline Mult,694858732,67706767036,10240,-1,4,159.868
Parallelized Inline Mult,705084811,67693926312,10240,-1,4,158.746
Parallelized Inline Mult,703668912,67698474287,10240,-1,4,161.979
Parallelized Inline Mult,705972706,67702666486,10240,-1,4,154.762
Parallelized Inline Mult,706480298,67702198479,10240,-1,4,155.975
Parallelized Inline Mult,701253276,67692437139,10240,-1,4,158.985
Parallelized Inline Mult,697740797,67695710053,10240,-1,4,162.55
Parallelized Inline Mult,699440888,67699256298,10240,-1,4,157.732
Parallelized Inline Mult,23862937,2180091493,4096,-1,8,9.52859
Parallelized Inline Mult,24618813,2180122680,4096,-1,8,9.37225
Parallelized Inline Mult,24424401,2179326258,4096,-1,8,9.52209
Parallelized Inline Mult,24105892,2179402986,4096,-1,8,9.70173
